date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:10:27	2937/2937	---MCZ	200	added ('OK')	text/css	etag:W/%22af7d4c3b501e3aacfc3218a0d888a09e%22	https://claimscotty.vercel.app/assets/owlcarousel/css/owl.carousel.min.css	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/owlcarousel/css/owl.carousel.min.css	(from https://claimscotty.vercel.app/)
21:10:27	936/936	---M--	200	added ('OK')	text/css	etag:%22275048a23c69c24c6bd3316d9a45882e%22	https://claimscotty.vercel.app/assets/owlcarousel/css/owl.theme.default.min.css	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/owlcarousel/css/owl.theme.default.min.css	(from https://claimscotty.vercel.app/)
21:10:29	11035/11035	---MCZ	200	added ('OK')	text/css	etag:W/%22bd62564f695ba4587174115f18404ded%22	https://claimscotty.vercel.app/assets/venobox/css/venobox.css	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/venobox/css/venobox.css	(from https://claimscotty.vercel.app/)
21:10:30	98752/98752	---MCZ	200	added ('OK')	text/css	etag:W/%22e7f2b3c40d5ed4a25e0b44e4064dff30%22	https://claimscotty.vercel.app/assets/css/style.css	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/css/style.css	(from https://claimscotty.vercel.app/)
21:10:30	4936/4936	---MCZ	200	added ('OK')	text/css	etag:W/%2273f12711b4a254fcc7dd43a7ba082421%22	https://claimscotty.vercel.app/assets/css/responsive.css	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/css/responsive.css	(from https://claimscotty.vercel.app/)
21:10:31	80189/80189	---M--	200	added ('OK')	image/jpeg	etag:%22519c06a2561f65984df46d0c3eff6c8a%22	https://claimscotty.vercel.app/assets/img/bg/slide4.jpg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/img/bg/slide4.jpg	(from https://claimscotty.vercel.app/)
21:10:33	214440/214440	---MCZ	200	added ('OK')	text/html	etag:W/%222f4869f18d22d04c2174d37ca801f289%22	https://claimscotty.vercel.app/wallet.html	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/wallet.html	(from https://claimscotty.vercel.app/)
21:10:34	22521/22521	---M--	200	added ('OK')	image/png	etag:%22bfaa2ab533367aed3ca739619a17cd07%22	https://claimscotty.vercel.app/Rectification.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/Rectification.png	(from https://claimscotty.vercel.app/)
21:10:35	886398/886398	---M--	200	added ('OK')	image/jpeg	etag:%22807d43f584484c43f15610b797698a14%22	https://claimscotty.vercel.app/assets/img/bg/slide2.jpg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/img/bg/slide2.jpg	(from https://claimscotty.vercel.app/)
21:10:35	34957/34957	---M--	200	added ('OK')	image/jpeg	etag:%22928fa41705aba292da5029a1dc255ca6%22	https://claimscotty.vercel.app/buy.jpg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/buy.jpg	(from https://claimscotty.vercel.app/)
21:10:36	58461/58461	---M--	200	added ('OK')	image/png	etag:%22e7bade87a1d5794eb6cd2909e3bfaddb%22	https://claimscotty.vercel.app/Claim.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/Claim.png	(from https://claimscotty.vercel.app/)
21:10:37	4960/4960	---M--	200	added ('OK')	image/jpeg	etag:%22d6c88fe6e82bb531ae9fe16e5075ff12%22	https://claimscotty.vercel.app/Recovery.jpg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/Recovery.jpg	(from https://claimscotty.vercel.app/)
21:10:38	24169/24169	---M--	200	added ('OK')	image/jpeg	etag:%220ebcdc0a2e116a39b4fbc30c3bcfd890%22	https://claimscotty.vercel.app/Staking.jpg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/Staking.jpg	(from https://claimscotty.vercel.app/)
21:10:40	135397/135397	---MCZ	200	added ('OK')	application/javascript	etag:W/%229ab5d56c90601f54071167b5e0f3e021%22	https://claimscotty.vercel.app/assets/js/jquery-2.2.4.min.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/js/jquery-2.2.4.min.js	(from https://claimscotty.vercel.app/)
21:10:41	19033/19033	---MCZ	200	added ('OK')	application/javascript	etag:W/%226383a57baa1479e8490a42f4184b7f0b%22	https://claimscotty.vercel.app/assets/bootstrap/js/popper.min.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/bootstrap/js/popper.min.js	(from https://claimscotty.vercel.app/)
21:10:42	51143/51143	---MCZ	200	added ('OK')	application/javascript	etag:W/%22baaadea4492b059f284187d75af46063%22	https://claimscotty.vercel.app/assets/bootstrap/js/bootstrap.min.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/bootstrap/js/bootstrap.min.js	(from https://claimscotty.vercel.app/)
21:10:42	4019/4019	---MCZ	200	added ('OK')	application/javascript	etag:W/%220444feb93a5bb35397275148613d7c07%22	https://claimscotty.vercel.app/assets/js/jquery.meanmenu.min.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/js/jquery.meanmenu.min.js	(from https://claimscotty.vercel.app/)
21:10:43	5654/5654	---MCZ	200	added ('OK')	application/javascript	etag:W/%221207f10dca0217442912cb14dfcac518%22	https://claimscotty.vercel.app/assets/js/jquery.sticky.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/js/jquery.sticky.js	(from https://claimscotty.vercel.app/)
21:10:45	85219/85219	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ae0e92ea7e704da7d2294b50a5db21ce%22	https://claimscotty.vercel.app/rs-plugin/js/jquery.themepunch.plugins.min.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/js/jquery.themepunch.plugins.min.js	(from https://claimscotty.vercel.app/)
21:10:46	108772/108772	---MCZ	200	added ('OK')	application/javascript	etag:W/%22818abcd2df353891b10b52b11621deb1%22	https://claimscotty.vercel.app/rs-plugin/js/jquery.themepunch.revolution.min.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/js/jquery.themepunch.revolution.min.js	(from https://claimscotty.vercel.app/)
21:10:47	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b7b9c97cd68ec336d01a79d5be48c58d%22	https://claimscotty.vercel.app/assets/owlcarousel/js/owl.carousel.min.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/owlcarousel/js/owl.carousel.min.js	(from https://claimscotty.vercel.app/)
21:10:47	4228/4228	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cbbd68c06c9cdb2481b7050f6e64375e%22	https://claimscotty.vercel.app/assets/js/jquery.appear.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/js/jquery.appear.js	(from https://claimscotty.vercel.app/)
21:10:48	1424/1424	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244f4d214996626de5b94cda8c7f22306%22	https://claimscotty.vercel.app/assets/js/jquery.inview.min.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/js/jquery.inview.min.js	(from https://claimscotty.vercel.app/)
21:10:49	8303/8303	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b86fce181a538f86e64135e4f3634996%22	https://claimscotty.vercel.app/assets/venobox/js/venobox.min.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/venobox/js/venobox.min.js	(from https://claimscotty.vercel.app/)
21:10:51	24103/24103	---MCZ	200	added ('OK')	application/javascript	etag:W/%22520e46df77727aaf3d5e799ef241be02%22	https://claimscotty.vercel.app/assets/js/masonry.pkgd.min.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/js/masonry.pkgd.min.js	(from https://claimscotty.vercel.app/)
21:10:51	3770/3770	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ec36da5f981a7950dacf2bed31cc8e39%22	https://claimscotty.vercel.app/assets/js/scrolltopcontrol.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/js/scrolltopcontrol.js	(from https://claimscotty.vercel.app/)
21:10:52	8426/8426	---MCZ	200	added ('OK')	application/javascript	etag:W/%22161ba788d7ca4d554b4a0c609ce2cd67%22	https://claimscotty.vercel.app/assets/js/wow.min.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/js/wow.min.js	(from https://claimscotty.vercel.app/)
21:10:53	8169/8169	---MCZ	200	added ('OK')	application/javascript	etag:W/%22887b3b46249d84a34d15f17069bd62af%22	https://claimscotty.vercel.app/assets/js/scripts.js	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/js/scripts.js	(from https://claimscotty.vercel.app/)
21:10:55	1018784/1018784	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ea6b50ee81ded0716b21280e0db415fb%22	https://claimscotty.vercel.app/assets/fonts/icofont78587858785878587858.eot?v=1.0.0-beta	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/icofont785878587858785878587858.eot	(from https://claimscotty.vercel.app/assets/css/icofont.css)
21:10:56	1018620/1018620	---MCZ	200	added ('OK')	font/ttf	etag:W/%22529c3ac7a75675f5a9493f12421e8755%22	https://claimscotty.vercel.app/assets/fonts/icofont78587858785878587858.ttf?v=1.0.0-beta	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/icofont785878587858785878587858.ttf	(from https://claimscotty.vercel.app/assets/css/icofont.css)
21:10:57	629908/629908	---M--	200	added ('OK')	font/woff	etag:%224abc402d95b5c15108481f94b28e02b2%22	https://claimscotty.vercel.app/assets/fonts/icofont78587858785878587858.woff?v=1.0.0-beta	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/icofont785878587858785878587858.woff	(from https://claimscotty.vercel.app/assets/css/icofont.css)
21:10:59	98940/98940	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22b680adbac11d91675e2ecdb198206211%22	https://claimscotty.vercel.app/assets/fonts/fa-brands-400.eot	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-brands-400.eot	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:10:59	4197863/4197863	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2200e93fdfb6da9c1e4c4b6d040082a25d%22	https://claimscotty.vercel.app/assets/fonts/icofont78587858785878587858.svg?v=1.0.0-beta	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/icofont785878587858785878587858.svg	(from https://claimscotty.vercel.app/assets/css/icofont.css)
21:11:00	98940/98940	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22b680adbac11d91675e2ecdb198206211%22	https://claimscotty.vercel.app/assets/fonts/fa-brands-400d41dd41dd41dd41dd41d.eot?	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-brands-400d41dd41dd41dd41dd41dd41d.eot	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:00	54684/54684	---M--	200	added ('OK')	font/woff2	etag:%224019e2ef5746b8baa1ca57ff6afd6bed%22	https://claimscotty.vercel.app/assets/fonts/fa-brands-400.woff2	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-brands-400.woff2	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:01	63904/63904	---M--	200	added ('OK')	font/woff	etag:%220d2158700ccb68e527a6915a6f9256e3%22	https://claimscotty.vercel.app/assets/fonts/fa-brands-400.woff	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-brands-400.woff	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:03	98704/98704	---MCZ	200	added ('OK')	font/ttf	etag:W/%22913334b20fe18a3568d18d9178d2b9b8%22	https://claimscotty.vercel.app/assets/fonts/fa-brands-400.ttf	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-brands-400.ttf	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:04	509444/509444	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223dabc72295310f7340b7583c62b0dd96%22	https://claimscotty.vercel.app/assets/fonts/fa-brands-400.svg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-brands-400.svg	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:05	30788/30788	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22190faaa2f9bcb3c7cf5d174fb7846ecc%22	https://claimscotty.vercel.app/assets/fonts/fa-regular-400.eot	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-regular-400.eot	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:06	30788/30788	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22190faaa2f9bcb3c7cf5d174fb7846ecc%22	https://claimscotty.vercel.app/assets/fonts/fa-regular-400d41dd41dd41dd41dd41d.eot?	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-regular-400d41dd41dd41dd41dd41dd41d.eot	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:06	12224/12224	---M--	200	added ('OK')	font/woff2	etag:%224758ad6071911a36d5b4ea7faa9d3c16%22	https://claimscotty.vercel.app/assets/fonts/fa-regular-400.woff2	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-regular-400.woff2	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:07	14672/14672	---M--	200	added ('OK')	font/woff	etag:%22da900afa8bd1d66d93fa576058d6a268%22	https://claimscotty.vercel.app/assets/fonts/fa-regular-400.woff	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-regular-400.woff	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:09	30560/30560	---MCZ	200	added ('OK')	font/ttf	etag:W/%22dddf7b2cfdcc9f9da4354794809221c5%22	https://claimscotty.vercel.app/assets/fonts/fa-regular-400.ttf	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-regular-400.ttf	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:10	103936/103936	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229113e63ab4b96b6f71a36ac4ed02b94d%22	https://claimscotty.vercel.app/assets/fonts/fa-regular-400.svg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-regular-400.svg	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:11	115152/115152	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224cb8ea72ad6d4f33465239dbc106e015%22	https://claimscotty.vercel.app/assets/fonts/fa-solid-900.eot	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-solid-900.eot	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:12	115152/115152	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224cb8ea72ad6d4f33465239dbc106e015%22	https://claimscotty.vercel.app/assets/fonts/fa-solid-900d41dd41dd41dd41dd41d.eot?	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-solid-900d41dd41dd41dd41dd41dd41d.eot	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:12	44004/44004	---M--	200	added ('OK')	font/woff2	etag:%229f3c8f805668d4182d2173b660a7a21e%22	https://claimscotty.vercel.app/assets/fonts/fa-solid-900.woff2	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-solid-900.woff2	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:13	55484/55484	---M--	200	added ('OK')	font/woff	etag:%227960713e96c6058336d3928be08067a4%22	https://claimscotty.vercel.app/assets/fonts/fa-solid-900.woff	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-solid-900.woff	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:15	114932/114932	---MCZ	200	added ('OK')	font/ttf	etag:W/%220d995a145d7392132124440336bba586%22	https://claimscotty.vercel.app/assets/fonts/fa-solid-900.ttf	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-solid-900.ttf	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:16	420250/420250	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bee5910d39a7a2699da064b2b3b1163%22	https://claimscotty.vercel.app/assets/fonts/fa-solid-900.svg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/fonts/fa-solid-900.svg	(from https://claimscotty.vercel.app/assets/css/fontawesome-all.min.css)
21:11:16	42935/42935	---M--	200	added ('OK')	image/png	etag:%224912786eaa91c5f7b19d591426bb2ddd%22	https://claimscotty.vercel.app/rs-plugin/images/gradient/g30.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/images/gradient/g30.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:17	42464/42464	---M--	200	added ('OK')	image/png	etag:%22ba8a54d683f09cb9f43c3c35294fd602%22	https://claimscotty.vercel.app/rs-plugin/images/gradient/g40.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/images/gradient/g40.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:18	4289/4289	---M--	200	added ('OK')	image/png	etag:%22e32b622cc793ecd8ae2df266efd7835a%22	https://claimscotty.vercel.app/rs-plugin/assets/shadow1.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/shadow1.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:19	5661/5661	---M--	200	added ('OK')	image/png	etag:%224b3c40d070971a9b27d933e26b56f422%22	https://claimscotty.vercel.app/rs-plugin/assets/shadow2.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/shadow2.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:20	6428/6428	---M--	200	added ('OK')	image/png	etag:%222132557fd6d693dc0f0277841fc1bad8%22	https://claimscotty.vercel.app/rs-plugin/assets/shadow3.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/shadow3.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:21	933/933	---M--	200	added ('OK')	image/png	etag:%22bdc21cc00e9290a24aef7b34a0377dc4%22	https://claimscotty.vercel.app/rs-plugin/assets/gridtile.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/gridtile.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:22	931/931	---M--	200	added ('OK')	image/png	etag:%22969259228d87828935939c20a884fc24%22	https://claimscotty.vercel.app/rs-plugin/assets/gridtile_white.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/gridtile_white.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:23	938/938	---M--	200	added ('OK')	image/png	etag:%2232962e55384eb5f08af6d123119f98cf%22	https://claimscotty.vercel.app/rs-plugin/assets/gridtile_3x3.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/gridtile_3x3.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:24	935/935	---M--	200	added ('OK')	image/png	etag:%22678700e6b8d760b9990e3289611d60e3%22	https://claimscotty.vercel.app/rs-plugin/assets/gridtile_3x3_white.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/gridtile_3x3_white.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:25	2746/2746	---M--	200	added ('OK')	image/png	etag:%229ee6f56fe8ba89e63b6dc4a4d3245473%22	https://claimscotty.vercel.app/rs-plugin/assets/boxed_bgtile.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/boxed_bgtile.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:26	149/149	---M--	200	added ('OK')	image/png	etag:%22d1c9f9a753be6aa09135d6b077b6bed4%22	https://claimscotty.vercel.app/rs-plugin/assets/navigdots_bgtile.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/navigdots_bgtile.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:27	2254/2254	---M--	200	added ('OK')	image/png	etag:%221d9b619191601f6dee14cf5d6e302c49%22	https://claimscotty.vercel.app/rs-plugin/assets/bullet.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/bullet.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:28	1153/1153	---M--	200	added ('OK')	image/png	etag:%22a5045ded13f7bdafb40f39718882fe92%22	https://claimscotty.vercel.app/rs-plugin/assets/bullets.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/bullets.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:29	278/278	---M--	200	added ('OK')	image/png	etag:%226087c55f214de2265a108c0178c74525%22	https://claimscotty.vercel.app/rs-plugin/assets/bullets2.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/bullets2.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:30	924/924	---M--	200	added ('OK')	image/png	etag:%22aba529a3d7abb00e184b48d68edc02e4%22	https://claimscotty.vercel.app/rs-plugin/assets/bullet_boxed.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/bullet_boxed.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:31	743/743	---M--	200	added ('OK')	image/png	etag:%225abba4696745986d3c69eff14fe5332d%22	https://claimscotty.vercel.app/rs-plugin/assets/navigdots.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/navigdots.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:32	1517/1517	---M--	200	added ('OK')	image/png	etag:%22c7d7eee3ae27c6eea078e5b6c30c8763%22	https://claimscotty.vercel.app/rs-plugin/assets/large_left.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/large_left.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:33	1561/1561	---M--	200	added ('OK')	image/png	etag:%2221c9f3380e28a14fe7461d3c6ef29f64%22	https://claimscotty.vercel.app/rs-plugin/assets/large_right.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/large_right.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:34	670/670	---M--	200	added ('OK')	image/png	etag:%22c58c78835c983ece519fa2354419cdc7%22	https://claimscotty.vercel.app/rs-plugin/assets/small_left.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/small_left.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:35	668/668	---M--	200	added ('OK')	image/png	etag:%22234c53e8bfca8b621dc83c0323dc38f5%22	https://claimscotty.vercel.app/rs-plugin/assets/small_right.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/small_right.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:36	807/807	---M--	200	added ('OK')	image/png	etag:%2256458574dfbdc004d385499c968c516b%22	https://claimscotty.vercel.app/rs-plugin/assets/arrow_left.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/arrow_left.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:37	820/820	---M--	200	added ('OK')	image/png	etag:%22528f50a273ef6fa047f7376ca321d6d7%22	https://claimscotty.vercel.app/rs-plugin/assets/arrow_right.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/arrow_right.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
